  Time                 , (MAX(V(Cgs:2,Cds:1)))@1, (MAX(V(Cgs:2,Cds:1)))@2, (MAX(V(Cgs:2,Cds:1)))@3, (MAX(V(Cgs:2,Cds:1)))@4, (MAX(V(Cgs:2,Cds:1)))@5, (MAX(V(Cgs:2,Cds:1)))@6, (MAX(V(Cgs:2,Cds:1)))@7, (MAX(V(Cgs:2,Cds:1)))@8, (MAX(V(Cgs:2,Cds:1)))@9, (MAX(V(Cgs:2,Cds:1)))@10, (MAX(V(Cgs:2,Cds:1)))@11, (MAX(V(Cgs:2,Cds:1)))@12, (MAX(V(Cgs:2,Cds:1)))@13, (MAX(V(Cgs:2,Cds:1)))@14, (MAX(V(Cgs:2,Cds:1)))@15, (MAX(V(Cgs:2,Cds:1)))@16, (MAX(V(Cgs:2,Cds:1)))@17, (MAX(V(Cgs:2,Cds:1)))@18, (MAX(V(Cgs:2,Cds:1)))@19, (MAX(V(Cgs:2,Cds:1)))@20, (MAX(V(Cgs:2,Cds:1)))@21, (MAX(V(Cgs:2,Cds:1)))@22, (MAX(V(Cgs:2,Cds:1)))@23, (MAX(V(Cgs:2,Cds:1)))@24, (MAX(V(Cgs:2,Cds:1)))@25, (MAX(V(Cgs:2,Cds:1)))@26, (MAX(V(Cgs:2,Cds:1)))@27, (MAX(V(Cgs:2,Cds:1)))@28, (MAX(V(Cgs:2,Cds:1)))@29, (MAX(V(Cgs:2,Cds:1)))@30, (MAX(V(Cgs:2,Cds:1)))@31, (MAX(V(Cgs:2,Cds:1)))@32, (MAX(V(Cgs:2,Cds:1)))@33, (MAX(V(Cgs:2,Cds:1)))@34, (MAX(V(Cgs:2,Cds:1)))@35
  6.171535571126e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.172535578741e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.173535586355e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.174535593970e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.175535601584e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.176535609199e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.177535616813e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.178535624428e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.179535632042e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.180535639657e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.181535647271e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.182535654886e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.183535662500e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.184535670115e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.185535677729e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.186535685344e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.187535692958e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.188535700573e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.189535708187e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.190535715801e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.191535723416e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.192535731030e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.193535738645e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.194535746259e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.195535753874e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.196535761488e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.197535769103e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.198535776717e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.199535784332e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  6.200535791946e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
